NetworkFilename,MouseID,highscore,NetworkFilename_corrected,Dosereal,Strain,Sex,Score,seizure,AM,MS,AvgScore,circle_num_bouts,f2_distance_cm,f2_center_time_secs,f2_periphery_time_secs,f2_corner_time_secs,f2_center_distance_cm,f2_periphery_distance_cm,f2_corner_distance_cm,f2_grooming_number_bouts,f2_grooming_duration_secs,freeze_avg_bout_lens,freeze_num_bouts,freeze_first_bout,freeze_time_sec,leg_splaying_avg_bout_lens,leg_splaying_num_bouts,leg_splaying_first_bout,leg_splaying_time_sec,side_seizure_avg_bout_lens,side_seizure_num_bouts,side_seizure_first_bout,side_seizure_time_sec,straub_tail_avg_bout_lens,straub_tail_num_bouts,straub_tail_first_bout,straub_tail_time_sec,wild_jumping_avg_bout_lens,wild_jumping_num_bouts,wild_jumping_first_bout,wild_jumping_time_sec,freeze_behavior_proportion,straub_tail_behavior_proportion,leg_splaying_behavior_proportion,side_seizure_behavior_proportion,wild_jumping_behavior_proportion
007731_B6NJ_M_80mg-kg_called 7631.avi,007731,6,007731_B6NJ_M_80mg-kg_called 7631.avi,80,B6NJ,M,6,High,6,6,6,0,281.889,0,60.0331,38.3332,0,281.889,120.207,0,0,NA,0,0,0,2.025,4,94.2333333333333,8.1,1.11111111111111,3,104.466666666667,3.33333333333333,0.461111111111111,6,84.3,2.76666666666667,NA,0,0,0,0,0.10272277227722797,0.30074257425742607,0.12376237623762378,0
007736_B6NJ_M_80mg-kg_.avi,007736,6,007736_B6NJ_M_80mg-kg_.avi,80,B6NJ,M,"3, 6",High,6,6,6,0,238.5795,5.4,54.63315,22.166575,19.71285,218.8665,86.30545,0,0,3.48888888888889,3,137.066666666667,10.4666666666667,0.533333333333333,1,89.7666666666667,0.533333333333333,1.56666666666667,2,93.9666666666667,3.13333333333333,0.477777777777778,6,88.3,2.86666666666667,NA,0,0,0,0.16927223719676615,0.04339051463168519,0.008072653884964672,0.04742684157416743,0
007732_B6NJ_M_80mg-kg_.avi,007732,7,007732_B6NJ_M_80mg-kg_.avi,80,B6NJ,M,"3,7",High,7,6,6,0,406.3655,14.74995,45.28315,20.04995,71.22085,335.1445,159.7041,0,0,NA,0,0,0,0.691666666666667,4,95.2666666666667,2.76666666666667,6.86666666666667,1,84.5666666666667,6.86666666666667,0.504166666666667,24,73.4666666666667,12.1,1.93333333333333,3,103.8,5.8,0,0.11586338972231125,0.02649218001915109,0.06581469648562324,0.055626598465472965
007733_B6NJ_M_80mg-kg_.avi,007733,7,007733_B6NJ_M_80mg-kg_.avi,80,B6NJ,M,7,High,7,7,7,0,246.85715,1.08333,58.9498,27.86655,8.50145,238.35615,80.3837,0,0,NA,0,0,0,NA,0,63.4,0,NA,0,55.1666666666667,0,NA,0,54.6666666666667,0,NA,0,0,0,0,0,0,0,0
007735_B6NJ_M_80mg-kg_.avi,007735,7,007735_B6NJ_M_80mg-kg_.avi,80,B6NJ,M,"4, 7",High,7,7,7,0,329.66,5.716632,54.3165,13.566635,35.22015,294.4395,68.68205,0,0,NA,0,0,0,0.783333333333333,2,82.2,1.56666666666667,2.74444444444444,3,88.6,8.23333333333333,0.930555555555556,12,59.3666666666667,11.1666666666667,4.56666666666667,1,105.966666666667,4.56666666666667,0,0.18020441097364218,0.025282409897794553,0.13286713286713275,0.07369553523399679
007647_B6J_F_40mg-kg.avi,007647,1,007647_B6J_F_40mg-kg.avi,40,B6J,F,1,Low,1,1,1,0,505.034,0.233333,59.7998,44.4499,6.7513,498.2825,201.27305,0,0,3.67380952380952,14,154.833333333333,51.4333333333333,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.06426756632929315,0,0,0,0
007648_B6J_F_40mg-kg.avi,007648,1,007648_B6J_F_40mg-kg.avi,40,B6J,F,1,Low,1,-1,0,0,386.6445,0.199999,59.8331,49.6165,7.9715,378.673,181.622,0,0,6.09666666666667,10,172.833333333333,60.9666666666667,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.08010686755430975,0,0,0,0
007649_B6J_F_40mg-kg.avi,007649,1,007649_B6J_F_40mg-kg.avi,40,B6J,F,1,Low,1,1,1,0,391.77,0.7,59.33315,36.5999,16.79215,374.9775,165.725,0,0,4.08333333333333,16,143.266666666667,65.3333333333333,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.09511331101082152,0,0,0,0
007650_B6J_F_40mg-kg.avi,007650,1,007650_B6J_F_40mg-kg.avi,40,B6J,F,1,Low,1,3,2,0,364.1895,2.233326,57.7998,45.43315,42.8487,321.3405,139.53445,0,0,4.52948717948718,26,109.366666666667,117.766666666667,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.17261933844725713,0,0,0,0
007651_B6J_F_40mg-kg.avi,007651,1,007651_B6J_F_40mg-kg.avi,40,B6J,F,1,Low,1,2,2,0,456.214,0,60.0831,53.849850000000004,0,456.214,244.2205,0,0,3.84444444444444,15,203.033333333333,57.6666666666667,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.08213844839046626,0,0,0,0
007652_B6J_F_40mg-kg.avi,007652,1,007652_B6J_F_40mg-kg.avi,40,B6J,F,1,Low,1,1,1,0,575.526,0,60.0331,42.3499,0,575.526,222.809,0,0,4.38245614035088,19,119.466666666667,83.2666666666667,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.12279408150223668,0,0,0,0
007671_B6J_M_40mg-kg_.avi,007671,1,007671_B6J_M_40mg-kg_.avi,40,B6J,M,1,Low,1,1,1,0,375.338,0,60.0331,44.16655,0,375.338,157.7585,0,0,4.25652173913044,23,169.333333333333,97.9,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.08164910622445883,0,0,0,0
007672_B6J_M_40mg-kg_.avi,007672,1,007672_B6J_M_40mg-kg_.avi,40,B6J,M,1,Low,1,1,1,0,312.6915,0,60.0331,49.16655,0,312.6915,140.92,0,0,5.48030303030303,22,81.1333333333333,120.566666666667,NA,0,0,0,0.633333333333333,1,710,0.633333333333333,NA,0,0,0,NA,0,0,0,0.10749843968258684,0,0,5.632132799762854e-4,0
007673_B6J_M_40mg-kg_.avi,007673,1,007673_B6J_M_40mg-kg_.avi,40,B6J,M,1,Low,1,1,1,0,316.557,0,60.0331,51.24985,0,316.557,166.5805,0,0,4.315,20,97.6,86.3,NA,0,0,0,NA,0,13.2666666666667,0,NA,0,0,0,NA,0,0,0,0.13834562359730684,0,0,0,0
007674_B6J_M_40mg-kg_.avi,007674,1,007674_B6J_M_40mg-kg_.avi,40,B6J,M,1,Low,1,1,1,0,383.068,0,60.0331,47.7332,0,383.068,168.45,0,0,4.10333333333333,20,97.0666666666667,82.0666666666667,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.15458997865126206,0,0,0,0
007695_B6NJ_F_40mg-kg_called B6J.avi,007695,1,007695_B6NJ_F_40mg-kg_called B6J.avi,40,B6NJ,F,1,Low,1,4,2,0,157.2041,0,60.0331,56.0498,0,157.2041,93.0736,0,0,6.44222222222222,15,86.5,96.6333333333333,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.15412834281460988,0,0,0,0
007696_B6NJ_F_40mg-kg_called B6J.avi,007696,1,007696_B6NJ_F_40mg-kg_called B6J.avi,40,B6NJ,F,1,Low,1,5,3,0,470.804,1.699995,58.33315,36.2999,32.04355,438.7605,164.437,0,0,3.59019607843137,17,149.566666666667,61.0333333333333,NA,0,0,0,NA,0,0,0,0.166666666666667,1,585.3,0.166666666666667,NA,0,0,0,0.07380683650435342,2.0154788777813654e-4,0,0,0
007697_B6NJ_F_40mg-kg_called B6J.avi,007697,1,007697_B6NJ_F_40mg-kg_called B6J.avi,40,B6NJ,F,1,Low,1,1,1,0,399.284,1.8333275,58.19985,38.99985,43.4495,355.8345,147.4048,0,0,3.86666666666667,7,98.7,27.0666666666667,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.039884080750528086,0,0,0,0
007698_B6NJ_F_40mg-kg_called B6J.avi,007698,1,007698_B6NJ_F_40mg-kg_called B6J.avi,40,B6NJ,F,1,Low,1,1,1,0,396.1505,2.81666,57.21645,40.1665,35.53275,360.6175,166.5345,0,0,4.58205128205128,13,214.133333333333,59.5666666666667,0.666666666666667,1,449.966666666667,0.666666666666667,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0849617268102506,0,9.503444998812074e-4,0,0
007699_B6NJ_F_40mg-kg_called B6J.avi,007699,1,007699_B6NJ_F_40mg-kg_called B6J.avi,40,B6NJ,F,1,Low,1,3,2,0,498.1685,2.16666,57.86645,29.4666,54.8434,443.325,148.8435,0,0,5.34561403508772,19,158.9,101.566666666667,NA,0,0,0,1.35,2,231.5,2.7,0.166666666666667,1,398.9,0.166666666666667,NA,0,0,0,0.1357359230220959,2.2229137954030175e-4,0,0.0036011203485528816,0
007656_B6J_F_60mg-kg.avi,007656,4,007656_B6J_F_60mg-kg.avi,60,B6J,F,4,Medium,4,6,5,0,463.7425,0.0666665,59.96645,47.6832,0.926685,462.8155,207.904,0,0,3.23333333333333,1,157.6,3.23333333333333,15.3666666666667,3,174.833333333333,46.1,4.8,1,165.9,4.8,0.491666666666667,4,164.4,1.96666666666667,0.633333333333333,1,165.533333333333,0.633333333333333,0.018934218231504922,0.01148753894080999,0.2692757009345795,0.028037383177570093,0.0036993769470404967
007657_B6J_F_60mg-kg.avi,007657,4,007657_B6J_F_60mg-kg.avi,60,B6J,F,4,Medium,4,6,5,0,518.1895,2.233325,57.7998,23.39995,28.584,489.6055,180.58125,0,0,1.53333333333333,2,154.666666666667,3.06666666666667,24.2,1,122.2,24.2,5.56666666666667,1,116.333333333333,5.56666666666667,0.68,5,104.3,3.4,NA,0,0,0,0.023889898727603186,0.026120358514724645,0.185915492957746,0.04280953601640619,0
007742 B6NJ M vehicle NV5_2022-03-25_13-28-00.avi,007655,4,007655_B6J_F_60mg-kg PTZ,60,B6J,F,4,Medium,4,6,5,0,560.8285,0,60.01665,43.53335,0,560.8285,247.7145,0,0,NA,0,0,0,11.8555555555556,6,164.9,71.1333333333333,NA,0,0,0,0.418518518518519,9,123.166666666667,3.76666666666667,NA,0,0,0,0,0.021050670640834636,0.39754098360655793,0,0
007681_B6J_M_60mg-kg_.avi,007681,4,007681_B6J_M_60mg-kg_.avi,60,B6J,M,1--4,Medium,4,7,6,0,381.9,0.2666655,59.76645,40.6832,5.26645,376.6335,166.3745,0,0,4.66666666666667,9,266.933333333333,42,1.6948717948718,13,144.233333333333,22.0333333333333,1.60833333333333,8,93.1666666666667,12.8666666666667,0.46031746031746,21,387.266666666667,9.66666666666667,NA,0,0,0,0.09615384615384615,0.02204149882191988,0.050239416280306946,0.02933799498365894,0
007727_B6NJ_M_60mg-kg_.avi,007727,4,007727_B6NJ_M_60mg-kg_.avi,60,B6NJ,M,4,Medium,4,5,4,0,242.4475,10.26665,49.7665,39.1832,26.0901,216.3575,106.09365,0,0,2.4,2,128.1,4.8,7.38333333333333,2,99.2666666666667,14.7666666666667,2.7,1,96.4333333333333,2.7,0.4,4,95.8666666666667,1.6,NA,0,0,0,0.05473204104903078,0.018244013683010263,0.16837704294944925,0.03078677309007982,0
007730_B6NJ_M_60mg-kg_.avi,007730,4,007730_B6NJ_M_60mg-kg_.avi,60,B6NJ,M,4,Medium,4,4,4,0,602.5955,5.18332,54.8498,26.23325,67.79945,534.796,196.1645,0,0,4.53333333333333,1,128.2,4.53333333333333,NA,0,0,0,0.533333333333333,1,64.1333333333333,0.533333333333333,0.38,5,61.0333333333333,1.9,0.566666666666667,1,61.3333333333333,0.566666666666667,0.043174603174603136,0.01775147928994088,0,0.004982871379632526,0.005294300840859564
007686_B6J_M_80mg-kg_.avi,007686,4,007686_B6J_M_80mg-kg_.avi,80,B6J,M,4,Medium,4,5,4,0,431.391,0.8,59.23315,34.9332,12.10045,419.2905,188.38115,0,0,3.13333333333333,1,127.166666666667,3.13333333333333,6.08333333333333,4,115.3,24.3333333333333,NA,0,0,0,0.366666666666667,6,102.366666666667,2.2,NA,0,0,0,0.029522613065326695,0.020214395099540646,0.22372050260496376,0,0
007687_B6J_M_80mg-kg_.avi,007687,4,007687_B6J_M_80mg-kg_.avi,80,B6J,M,4,Medium,4,6,5,0,517.847,2.79999,57.23315,19.5666,35.06985,482.777,128.30175,0,0,NA,0,0,0,0.891666666666667,8,76.9666666666667,7.13333333333333,0.938095238095238,7,74.8,6.56666666666667,0.473333333333333,15,74.6333333333333,7.1,1.41666666666667,2,101.9,2.83333333333333,0,0.14559125085440863,0.14627477785372506,0.13465481886534517,0.0581395348837209
007665_B6J_F_vehicle_.avi,007665,-1,007665_B6J_F_vehicle_.avi,0,B6J,F,-1,No,-1,1,0,0,391.599,0.0499995,59.9831,44.0832,0.4949505,391.104,168.208,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0
007666_B6J_F_vehicle_.avi,007666,-1,007666_B6J_F_vehicle_.avi,0,B6J,F,-1,No,-1,-1,-1,1,146.6374,0,60.0331,51.8165,0,146.6374,95.3009,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0
007667_B6J_F_vehicle_.avi,007667,-1,007667_B6J_F_vehicle_.avi,0,B6J,F,-1,No,-1,3,1,0,507.684,1.599995,58.43315,44.4832,22.2661,485.418,207.084,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0
007668_B6J_F_vehicle_.avi,007668,-1,007668_B6J_F_vehicle_.avi,0,B6J,F,-1,No,-1,-1,-1,0,395.993,0.833333,59.1998,45.86655,8.463505,387.5295,188.536,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0
007669_B6J_F_vehicle_.avi,007669,-1,007669_B6J_F_vehicle_.avi,0,B6J,F,-1,No,-1,-1,-1,0,368.8515,2.316655,57.7165,28.33325,18.95705,349.8945,112.15,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0
007670_B6J_F_vehicle_.avi,007670,-1,007670_B6J_F_vehicle_.avi,0,B6J,F,-1,No,-1,-1,-1,0,292.8105,4.01665,56.0165,35.36655,61.4911,231.3195,91.74445,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0
007689_B6J_M_vehicle_.avi,007689,-1,007689_B6J_M_vehicle_.avi,0,B6J,M,-1,No,-1,3,1,0,293.034,0,60.0331,47.64985,0,293.034,152.905,0,0,NA,0,0,0,NA,0,991.233333333333,0,1.16666666666667,1,123.033333333333,1.16666666666667,NA,0,0,0,NA,0,0,0,0,0,0,0.019433647973348206,0
007690_B6J_M_vehicle_.avi,007690,-1,007690_B6J_M_vehicle_.avi,0,B6J,M,-1,No,-1,1,0,0,289.3735,7.899965,52.13315,34.2832,64.27935,225.0945,98.51415,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,31.1,0,NA,0,0,0,0,0,0,0,0
007691_B6J_M_vehicle_.avi,007691,-1,007691_B6J_M_vehicle_.avi,0,B6J,M,-1,No,-1,1,0,0,101.7121,0,60.0331,55.9998,0,101.7121,77.29955,0,0,NA,0,0,0,0.7,2,427.933333333333,1.4,0.511111111111111,3,127.066666666667,1.53333333333333,NA,0,0,0,NA,0,0,0,0,0,0.0011660188784008852,0.001277068295391443,0
007692_B6J_M_vehicle_.avi,007692,-1,007692_B6J_M_vehicle_.avi,0,B6J,M,-1,No,-1,1,0,0,222.475,0.649995,59.38315,46.4999,3.99083,218.484,104.1305,0,0,NA,0,0,0,1.06666666666667,1,540.766666666667,1.06666666666667,0.5,1,340.5,0.5,NA,0,0,0,NA,0,0,0,0,0,8.883953359244867e-4,4.1643531371460187e-4,0
007693_B6J_M_vehicle_.avi,007693,-1,007693_B6J_M_vehicle_.avi,0,B6J,M,-1,No,-1,-1,-1,0,346.7495,1.199996,58.83315,43.7665,21.611685,325.1375,163.9605,0,0,NA,0,0,0,1.25,2,83.6,2.5,0.753333333333333,5,39.3,3.76666666666667,NA,0,0,0,NA,0,0,0,0,0,0.002919310264294888,0.004398427464870969,0
007694_B6J_M_vehicle_.avi,007694,-1,007694_B6J_M_vehicle_.avi,0,B6J,M,-1,No,-1,1,0,0,361.5005,5.21665,54.81645,41.41655,42.3857,319.1145,151.548,0,0,NA,0,0,0,NA,0,0,0,0.833333333333333,1,591.833333333333,0.833333333333333,NA,0,0,0,NA,0,0,0,0,0,0,0.001051524710830704,0
007713_B6NJ_F_vehicle_.avi,007713,-1,007713_B6NJ_F_vehicle_.avi,0,B6NJ,F,-1,No,-1,-1,-1,0,272.1885,1.53333,58.4998,45.54985,6.33225,265.8565,128.2816,0,0,NA,0,0,0,NA,0,1090.56666666667,0,NA,0,693.233333333333,0,NA,0,1124.4,0,NA,0,0,0,0,0,0,0,0
007714_B6NJ_F_vehicle_.avi,007714,-1,007714_B6NJ_F_vehicle_.avi,0,B6NJ,F,-1,No,-1,1,0,0,46.55855,0,60.0331,60.0331,0,46.55855,46.55855,0,0,NA,0,0,0,NA,0,411.966666666667,0,NA,0,0,0,NA,0,802.533333333333,0,NA,0,0,0,0,0,0,0,0
007715_B6NJ_F_vehicle_.avi,007715,-1,007715_B6NJ_F_vehicle_.avi,0,B6NJ,F,-1,No,-1,1,0,0,155.839,1.149995,58.88315,41.3332,3.474345,152.3645,87.34815,0,0,NA,0,0,0,0.691666666666667,4,48.1666666666667,2.76666666666667,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0.0033465043141682176,0,0
007716_B6NJ_F_vehicle_.avi,007716,-1,007716_B6NJ_F_vehicle_.avi,0,B6NJ,F,-1,No,-1,1,0,0,370.753,5.966645,54.0665,31.98325,32.82985,337.9235,147.343,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0
007717_B6NJ_F_vehicle_.avi,007717,-1,007717_B6NJ_F_vehicle_.avi,0,B6NJ,F,-1,No,-1,3,1,0,109.9917,0,60.0331,58.9998,0,109.9917,79.2175,0.5,2.54999,NA,0,0,0,NA,0,0,0,NA,0,8.06666666666667,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0
007718_B6NJ_F_vehicle_.avi,007718,-1,007718_B6NJ_F_vehicle_.avi,0,B6NJ,F,-1,No,-1,1,0,0,255.4995,0.133333,59.8998,49.849850000000004,2.21416,253.2855,122.4775,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0
007738_B6NJ_M_vehicle_.avi,007738,-1,007738_B6NJ_M_vehicle_.avi,0,B6NJ,M,-1,No,-1,1,0,0,105.3521,0,60.0331,54.7498,0,105.3521,69.42085,0,0,NA,0,0,0,2.13974358974359,26,398.233333333333,55.6333333333333,0.644444444444444,3,130.1,1.93333333333333,NA,0,0,0,NA,0,0,0,0,0,0.046335369239311336,0.0016102165463631245,0
007740_B6NJ_M_60mg-kg_.avi,007740,-1,007740_B6NJ_M_vehicle_.avi,0,B6NJ,M,-1,No,-1,1,0,0,78.4872,0,60.0331,59.3831,0,78.4872,76.30975,0.5,3.816655,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.2,3,312.133333333333,0.6,NA,0,0,0,0,4.997223764575222e-4,0,0,0
007741_B6NJ_M_vehicle_.avi,007741,-1,007741_B6NJ_M_vehicle_.avi,0,B6NJ,M,-1,No,-1,-1,-1,0,154.455,0,60.0331,58.0665,0,154.455,108.7035,0,0,NA,0,0,0,1.95,2,498.8,3.9,0.88,10,26.8333333333333,8.8,NA,0,0,0,NA,0,0,0,0,0,0.007921462423832099,0.017872858980434624,0
007676 B6J M 40 mg-kgNV10 or NV11 video_recording_2022-03-22_11-03-40.avi,007676,-1,007676 B6J M 40 mg-kgNV10 or NV11 video_recording_2022-03-22_11-03-40.avi,40,B6J,M,-1,No,-1,3,1,0,153.385,2.283335,57.71665,52.01665,21.35565,132.029,81.4854,0,0,4.03333333333333,10,43.8,40.3333333333333,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.06998669674359415,0,0,0,0
037833_B6J_M_38727.avi,037833,3,037833_B6J_M_38727.avi,20,B6J,M,"1, 3",Medium,3,1,2,0,202.10883649999994,2.8609195000000014,58.14770333333334,48.056318166666664,32.67641333333332,169.4324365,74.9370165,0,0,5.05694444444444,24,146.8,121.366666666667,0.916666666666667,2,36.8333333333333,1.83333333333333,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.28798544649213104,0,0.0043457648546144,0,0
037834_B6J_M_38728.avi,037834,3,037834_B6J_M_38728.avi,20,B6J,M,"1, 2, 3",Medium,3,1,2,0,443.3215702857143,10.138916285714286,55.974405714285716,24.760599142857142,108.22095142857142,335.1005702857143,98.21452457142857,0.0857142857142857,0.48965542857142835,6.42222222222222,12,4.93333333333333,77.0666666666667,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.2257371607107988,0,0,0,0
037835_B6J_M_38729.avi,037835,1,037835_B6J_M_38729.avi,20,B6J,M,1,Low,1,1,1,0,356.97793666666666,7.98965585,52.010345,31.726442166666665,63.13762833333333,293.84030333333334,97.34283333333332,0.049999999999999996,0.2511493333333334,5.68958333333333,16,114.233333333333,91.0333333333333,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.4112332480048178,0,0,0,0
037836_B6J_M_38730.avi,037836,-1,037836_B6J_M_38730.avi,20,B6J,M,-1,No,-1,1,0,0,437.9023846153846,14.18501025,46.12533653846154,18.994698653846154,120.7674076923077,317.13503846153844,94.701225,0.05769230769230768,0.35809019230769235,NA,0,0,0,0.633333333333333,1,234.566666666667,0.633333333333333,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0.0016672516672516647,0,0
